"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","BFA","Burkina Faso","Boucle du Mouhoun","26.7","26.5","26.2",0.1356,0.137,0.1384,"Pessimistic"
"Africa","BFA","Burkina Faso","Cascades","12.3","12.1","11.9",0.2287,0.2322,0.2358,"Pessimistic"
"Africa","BFA","Burkina Faso","Centre","12.7","12.4","12",0.2365,0.2431,0.2497,"Pessimistic"
"Africa","BFA","Burkina Faso","Centre-Est","17.3","17","16.7",0.1855,0.1891,0.1926,"Pessimistic"
"Africa","BFA","Burkina Faso","Centre-Nord","15.4","15.2","14.9",0.2096,0.2128,0.216,"Pessimistic"
"Africa","BFA","Burkina Faso","Centre-Ouest","16.5","16.3","16",0.2012,0.2043,0.2074,"Pessimistic"
"Africa","BFA","Burkina Faso","Centre-Sud","16","15.7","15.5",0.1919,0.1953,0.1987,"Pessimistic"
"Africa","BFA","Burkina Faso","Est","16.4","16.3","16.1",0.1858,0.1877,0.1895,"Pessimistic"
"Africa","BFA","Burkina Faso","Haut-Bassins","16.2","16","15.7",0.1893,0.1927,0.1961,"Pessimistic"
"Africa","BFA","Burkina Faso","Nord","15.8","15.5","15.3",0.2132,0.2163,0.2195,"Pessimistic"
"Africa","BFA","Burkina Faso","Plateau-Central","13.1","12.9","12.7",0.2288,0.2321,0.2355,"Pessimistic"
"Africa","BFA","Burkina Faso","Sahel","16.6","16.3","16.1",0.1974,0.2006,0.2038,"Pessimistic"
"Africa","BFA","Burkina Faso","Sud-Ouest","14.5","14.4","14.2",0.1907,0.1925,0.1943,"Pessimistic"
"Africa","BWA","Botswana","Central","26","24.8","23.6",0.2903,0.3072,0.3241,"Pessimistic"
"Africa","BWA","Botswana","Chobe","18.3","17.5","16.9",0.284,0.3009,0.3178,"Pessimistic"
"Africa","BWA","Botswana","Ghanzi","26.4","25","23.6",0.2838,0.3007,0.3176,"Pessimistic"
"Africa","BWA","Botswana","Kgatleng","28","26.4","25",0.283,0.2999,0.3168,"Pessimistic"
"Africa","BWA","Botswana","Kweneng","28.1","26.5","25.1",0.2819,0.2988,0.3158,"Pessimistic"
"Africa","BWA","Botswana","North-East","26.1","24.9","23.7",0.2863,0.3032,0.3201,"Pessimistic"
"Africa","BWA","Botswana","North-West","27","25.5","24.2",0.2867,0.3036,0.3204,"Pessimistic"
"Africa","CAF","Central African Republic","Bamingui-Bangoran","29.8","27.6","25.7",0.0874,0.0944,0.1013,"Pessimistic"
"Africa","CAF","Central African Republic","Bangui",NA,"37.4","34.9",0.0829,0.0893,0.0957,"Pessimistic"
"Africa","CAF","Central African Republic","Basse-Kotto","34.9","33.6","32.4",0.0834,0.0866,0.0897,"Pessimistic"
"Africa","CAF","Central African Republic","Haut-Mbomou","34.2","32.6","31.1",0.0873,0.0917,0.0961,"Pessimistic"
"Africa","CAF","Central African Republic","Haute-Kotto","34.8","33","31.4",0.0814,0.0857,0.09,"Pessimistic"
"Africa","CAF","Central African Republic","Kemo","36.7","34.9","33.2",0.0818,0.0862,0.0905,"Pessimistic"
"Africa","CAF","Central African Republic","Lobaye","34.6","33","31.6",0.0835,0.0874,0.0913,"Pessimistic"
"Africa","CAF","Central African Republic","Mambere-Kadei","31.5","30.2","29",0.0871,0.0908,0.0945,"Pessimistic"
"Africa","CAF","Central African Republic","Mbomou","33.5","32.1","30.8",0.0856,0.0893,0.093,"Pessimistic"
"Africa","CAF","Central African Republic","Nana-Gribizi","38.4","36.1","34.1",0.0808,0.0859,0.0911,"Pessimistic"
"Africa","CAF","Central African Republic","Nana-Mambere","37.3","35.5","33.9",0.0796,0.0837,0.0877,"Pessimistic"
"Africa","CAF","Central African Republic","Ombella M'Poko","35.2","33.8","32.4",0.0876,0.0914,0.0953,"Pessimistic"
"Africa","CAF","Central African Republic","Ouaka","35.8","34.1","32.6",0.0848,0.0889,0.093,"Pessimistic"
"Africa","CAF","Central African Republic","Ouham","35.8","33.7","31.9",0.0864,0.0917,0.097,"Pessimistic"
"Africa","CAF","Central African Republic","Ouham Pende",NA,"38.1","35.9",0.0791,0.0844,0.0896,"Pessimistic"
"Africa","CAF","Central African Republic","Sangha-Mbaere","32.3","30.8","29.4",0.0791,0.083,0.087,"Pessimistic"
"Africa","CAF","Central African Republic","Vakaga","39","35.5","32.6",0.0771,0.0847,0.0924,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Abidjan","40+","40+","40+",0.0972,0.1069,0.1166,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Bas-Sassandra","40+","40+","40+",0.0842,0.0882,0.0922,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Comoe","40+","40+","40+",0.0805,0.0829,0.0854,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Denguele","40+","40+","40+",0.0912,0.0966,0.1019,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Goh-Djiboua","40+","40+","40+",0.1054,0.1096,0.1138,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Lacs","40+","40+","40+",0.0449,0.0497,0.0545,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Lagunes","40+","40+","40+",0.1049,0.1103,0.1157,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Montagnes","37.1","36.4","35.7",0.1031,0.1059,0.1088,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Sassandra-Marahoue","40+","40+","40+",0.0975,0.1015,0.1055,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Savanes","39.8","38.8","37.8",0.1105,0.1147,0.1189,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Vallee du Bandama","40+","40+","40+",0.0681,0.0715,0.0748,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Woroba","40+","40+","40+",0.0915,0.0948,0.0981,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Yamoussoukro","40+","40+","40+",0.0401,0.0483,0.0565,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Zanzan","40+","40+","40+",0.0668,0.0704,0.0739,"Pessimistic"
"Africa","CMR","Cameroon","Adamaoua","36.3","35.6","35",0.1066,0.1087,0.1108,"Pessimistic"
"Africa","CMR","Cameroon","Centre","24.8","24.2","23.6",0.1541,0.158,0.1619,"Pessimistic"
"Africa","CMR","Cameroon","Est","38.5","38.1","37.7",0.0961,0.0972,0.0983,"Pessimistic"
"Africa","CMR","Cameroon","Extreme Nord","27.4","26.8","26.2",0.1515,0.155,0.1585,"Pessimistic"
"Africa","CMR","Cameroon","Littoral","24","23.4","22.8",0.1537,0.1577,0.1617,"Pessimistic"
"Africa","CMR","Cameroon","Nord","23.8","23.3","22.8",0.1574,0.1609,0.1645,"Pessimistic"
"Africa","CMR","Cameroon","North West","22.1","21.5","20.9",0.1574,0.1617,0.166,"Pessimistic"
"Africa","CMR","Cameroon","Ouest","16.4","16","15.7",0.1961,0.2007,0.2053,"Pessimistic"
"Africa","CMR","Cameroon","South West","14.3","14","13.7",0.2064,0.2107,0.2149,"Pessimistic"
"Africa","CMR","Cameroon","Sud","23.9","23.5","23.2",0.1412,0.1435,0.1457,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Bas-Uele","29.5","29.3","29.1",0.1178,0.1187,0.1197,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Equateur","24.1","23.8","23.6",0.1387,0.1401,0.1415,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Katanga","27.7","27.2","26.8",0.1233,0.1254,0.1275,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Lomami","32.2","31.9","31.5",0.1222,0.1237,0.1252,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Uele","29.6","29.3","29.1",0.1229,0.124,0.1251,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Ituri","28.2","27.9","27.5",0.1211,0.1225,0.1239,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai","21.6","21.2","20.8",0.1582,0.1611,0.164,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai Central","24.4","24","23.7",0.1555,0.1579,0.1603,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai Oriental","25.1","24.1","23.2",0.1464,0.1525,0.1586,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kinshasa","18.1","17.4","16.8",0.2128,0.221,0.2292,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kongo Central","27.6","27.3","27",0.1459,0.1474,0.1489,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kwango","26.6","26.4","26.1",0.1454,0.147,0.1486,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kwilu","27.8","27.5","27.2",0.146,0.1477,0.1495,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Lomami","29.8","29.4","29.1",0.1288,0.1304,0.132,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Lualaba","30","29.6","29.4",0.1209,0.1224,0.1238,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Mai-Ndombe","22.2","21.9","21.6",0.149,0.1512,0.1534,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Maniema","20.4","20","19.6",0.1657,0.1689,0.172,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Mongala","22.1","21.9","21.7",0.1378,0.1392,0.1405,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Nord-Kivu","16.5","16.2","15.8",0.1841,0.1884,0.1927,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Nord-Ubangi","25.7","25.4","25.1",0.1423,0.144,0.1456,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sankuru","26.7","26.4","26.1",0.1225,0.1241,0.1256,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sud-Kivu","19.9","19.5","19",0.1771,0.1813,0.1856,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sud-Ubangi","25.8","25.6","25.4",0.1268,0.1278,0.1289,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tanganyka","27.4","26.9","26.5",0.1366,0.1391,0.1415,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tshopo","30.7","30.4","30.1",0.1188,0.1198,0.1209,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tshuapa","25.8","25.7","25.5",0.118,0.1187,0.1195,"Pessimistic"
"Africa","COG","Congo","Bouenza","13.3","12.9","12.5",0.2234,0.2308,0.2381,"Pessimistic"
"Africa","COG","Congo","Brazzaville","11.5","11.2","10.8",0.293,0.3027,0.3124,"Pessimistic"
"Africa","COG","Congo","Cuvette","9.3","9.1","8.9",0.1554,0.1594,0.1633,"Pessimistic"
"Africa","COG","Congo","Cuvette-Ouest","9.3","9","8.8",0.2092,0.2143,0.2194,"Pessimistic"
"Africa","COG","Congo","Kouilou","11.6","11.2","10.9",0.2486,0.2563,0.2641,"Pessimistic"
"Africa","COG","Congo","Lekoumou","12.5","12.2","11.8",0.2145,0.2207,0.2269,"Pessimistic"
"Africa","COG","Congo","Likouala","7.6","7.5","7.4",0.1514,0.1533,0.1552,"Pessimistic"
"Africa","COG","Congo","Niari","19","18.4","17.9",0.1758,0.1811,0.1864,"Pessimistic"
"Africa","COG","Congo","Plateaux","12.5","12.1","11.8",0.2023,0.2091,0.216,"Pessimistic"
"Africa","COG","Congo","Point-Noire","12.4","11.9","11.6",0.2536,0.2623,0.2711,"Pessimistic"
"Africa","COG","Congo","Pool","12.5","12.1","11.7",0.2294,0.2379,0.2464,"Pessimistic"
"Africa","COG","Congo","Sangha","14.7","14.4","14.1",0.1444,0.1476,0.1508,"Pessimistic"
"Africa","DJI","Djibouti","Ali Sabieh","13","12.5","12.1",0.2133,0.2213,0.2294,"Pessimistic"
"Africa","DJI","Djibouti","Dikhil","12.3","11.9","11.5",0.2298,0.2384,0.247,"Pessimistic"
"Africa","DJI","Djibouti","Djibouti","7.9","7.5","7.1",0.3615,0.38,0.3985,"Pessimistic"
"Africa","DJI","Djibouti","Obock","24.7","24.7","24.6",0.1252,0.1256,0.126,"Pessimistic"
"Africa","DJI","Djibouti","Tadjourah","21.8","21.7","21.6",0.1364,0.137,0.1375,"Pessimistic"
"Africa","ERI","Eritrea","Anseba","13.6","13","12.4",0.2614,0.2763,0.2912,"Pessimistic"
"Africa","ERI","Eritrea","Debub","13.4","12.8","12.1",0.2686,0.285,0.3014,"Pessimistic"
"Africa","ERI","Eritrea","Debubawi Keih Bahri","11.1","10.6","10.1",0.2631,0.2767,0.2903,"Pessimistic"
"Africa","ERI","Eritrea","Gash Barka","0","0","0",0.2542,0.2658,0.2774,"Pessimistic"
"Africa","ERI","Eritrea","Maekel","13.6","12.9","12.2",0.2633,0.2803,0.2973,"Pessimistic"
"Africa","ERI","Eritrea","Semenawi Keih Bahri","12.2","11.5","10.8",0.2694,0.2857,0.302,"Pessimistic"
"Africa","ETH","Ethiopia","Addis Ababa","9.9","9.5","9.1",0.3091,0.324,0.3389,"Pessimistic"
"Africa","ETH","Ethiopia","Afar","10.5","10.1","9.7",0.2528,0.2631,0.2734,"Pessimistic"
"Africa","ETH","Ethiopia","Amhara","15.4","14.7","14",0.2369,0.2492,0.2616,"Pessimistic"
"Africa","ETH","Ethiopia","Beneshangul Gumu","14.4","13.8","13.3",0.2341,0.2432,0.2524,"Pessimistic"
"Africa","ETH","Ethiopia","Dire Dawa","10.3","9.8","9.3",0.2843,0.2985,0.3128,"Pessimistic"
"Africa","ETH","Ethiopia","Gambela","25.8","23.9","22.3",0.1136,0.1226,0.1315,"Pessimistic"
"Africa","ETH","Ethiopia","Hareri","9.8","9.4","9",0.2901,0.3042,0.3183,"Pessimistic"
"Africa","ETH","Ethiopia","Oromia","14.8","14.2","13.7",0.2186,0.2279,0.2372,"Pessimistic"
"Africa","ETH","Ethiopia","SNNPR","13.3","12.8","12.3",0.2196,0.2291,0.2386,"Pessimistic"
"Africa","ETH","Ethiopia","Somali","40+","40+","40+",0.0651,0.0738,0.0824,"Pessimistic"
"Africa","ETH","Ethiopia","Tigray","14.2","13.6","12.9",0.2459,0.2602,0.2744,"Pessimistic"
"Africa","GAB","Gabon","Estuaire","40+","40+","40+",0.1136,0.1216,0.1296,"Pessimistic"
"Africa","GAB","Gabon","Haut-Ogooue","35.6","34.1","32.5",0.1194,0.1275,0.1356,"Pessimistic"
"Africa","GAB","Gabon","Moyen-Ogooue","40+","40+","40+",0.1193,0.1287,0.1381,"Pessimistic"
"Africa","GAB","Gabon","Ngounie","40+","40+","40+",0.105,0.1128,0.1206,"Pessimistic"
"Africa","GAB","Gabon","Nyanga","37","35.7","34.5",0.12,0.125,0.13,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-Ivindo","40+","40+","40+",0.0865,0.0907,0.0948,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-Maritime","40+","40+","40+",0.1227,0.1308,0.1388,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-lolo","40+","40+","40+",0.0965,0.1028,0.1092,"Pessimistic"
"Africa","GAB","Gabon","Woleu-Ntem","40+","40+","40+",0.0991,0.1034,0.1077,"Pessimistic"
"Africa","GHA","Ghana","Ashanti","10.7","10.5","10.3",0.2972,0.3034,0.3096,"Pessimistic"
"Africa","GHA","Ghana","Brong Ahafo","11.7","11.5","11.3",0.2786,0.2833,0.2881,"Pessimistic"
"Africa","GHA","Ghana","Central","14.7","14.4","14.2",0.2366,0.2407,0.2448,"Pessimistic"
"Africa","GHA","Ghana","Eastern","15","14.8","14.6",0.228,0.2315,0.235,"Pessimistic"
"Africa","GHA","Ghana","Greater Accra","7.1","7","6.8",0.3746,0.3838,0.3931,"Pessimistic"
"Africa","GHA","Ghana","Northern","11.5","11.3","11.2",0.2837,0.2873,0.291,"Pessimistic"
"Africa","GHA","Ghana","Upper East","11","10.8","10.6",0.3552,0.3621,0.3689,"Pessimistic"
"Africa","GHA","Ghana","Upper West","10.4","10.2","10.1",0.3113,0.3153,0.3194,"Pessimistic"
"Africa","GHA","Ghana","Volta","9.7","9.6","9.5",0.3058,0.3091,0.3123,"Pessimistic"
"Africa","GHA","Ghana","Western","13.8","13.6","13.5",0.2422,0.2448,0.2474,"Pessimistic"
"Africa","GIN","Guinea","Boke",NA,"38.5","36.9",0.0952,0.0994,0.1037,"Pessimistic"
"Africa","GIN","Guinea","Conakry","40+","40+","40+",0.0934,0.0994,0.1054,"Pessimistic"
"Africa","GIN","Guinea","Faranah","37.4","36.6","35.8",0.0982,0.1004,0.1025,"Pessimistic"
"Africa","GIN","Guinea","Kankan","40+","40+","40+",0.0792,0.0827,0.0861,"Pessimistic"
"Africa","GIN","Guinea","Kindia","40+","40+","40+",0.0804,0.0846,0.0888,"Pessimistic"
"Africa","GIN","Guinea","Labe","40+","40+","40+",0.0685,0.0752,0.0819,"Pessimistic"
"Africa","GIN","Guinea","Mamou","40+","40+","40+",0.0811,0.0848,0.0886,"Pessimistic"
"Africa","GIN","Guinea","Nzerekore","35.2","34.4","33.6",0.098,0.1004,0.1028,"Pessimistic"
"Africa","GMB","Gambia","Central River","40+","40+","40+",0.0852,0.0936,0.102,"Pessimistic"
"Africa","GMB","Gambia","Kanifing Municipal Council","40+","40+","40+",0.088,0.0959,0.1038,"Pessimistic"
"Africa","GMB","Gambia","Lower River","40+","40+","40+",0.0871,0.0956,0.104,"Pessimistic"
"Africa","GMB","Gambia","North Bank","40+","40+","40+",0.0893,0.0976,0.1059,"Pessimistic"
"Africa","GMB","Gambia","Upper River","40+","40+","40+",0.0852,0.0936,0.102,"Pessimistic"
"Africa","GMB","Gambia","West Coast","40+","40+","40+",0.0861,0.0939,0.1017,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Bafata","14.3","13.8","13.3",0.2292,0.2383,0.2474,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Biombo","14","13.5","13",0.2508,0.2602,0.2696,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Bissau","15.2","14.5","13.9",0.2573,0.269,0.2806,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Cacheu","12","11.5","11.1",0.2473,0.2574,0.2675,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Gabu","32","29.6","27.5",0.1006,0.1089,0.1171,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Oio","14.1","13.5","13",0.2306,0.2398,0.249,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Quinara","12.7","12.2","11.7",0.2289,0.2379,0.247,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Tombali","12.4","12","11.5",0.2285,0.2376,0.2468,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Bioko Norte","22.6","22.1","21.7",0.295,0.3008,0.3067,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Bioko Sur","22.3","21.8","21.4",0.2984,0.3044,0.3104,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Centro Sur","22.2","21.8","21.4",0.3016,0.3077,0.3138,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Kie-Ntem","23.2","22.8","22.3",0.2994,0.3051,0.3107,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Litoral","20.4","20","19.6",0.3203,0.3265,0.3326,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Wele-Nzas","21.8","21.3","20.9",0.3135,0.3199,0.3263,"Pessimistic"
"Africa","KEN","Kenya","Baringo","6.6","6.3","6",0.3855,0.4034,0.4213,"Pessimistic"
"Africa","KEN","Kenya","Bomet","5.8","5.5","5.3",0.4069,0.4253,0.4437,"Pessimistic"
"Africa","KEN","Kenya","Bungoma","8.6","8.3","8.1",0.3303,0.3404,0.3505,"Pessimistic"
"Africa","KEN","Kenya","Busia","13.2","12.7","12.3",0.2154,0.2237,0.2321,"Pessimistic"
"Africa","KEN","Kenya","Elgeyo-Marakwet","5.9","5.7","5.5",0.4073,0.4259,0.4444,"Pessimistic"
"Africa","KEN","Kenya","Embu","8.5","8.2","7.8",0.3817,0.3982,0.4147,"Pessimistic"
"Africa","KEN","Kenya","Garissa","8.3","8.1","7.8",0.3593,0.37,0.3808,"Pessimistic"
"Africa","KEN","Kenya","Homa Bay","8.4","8","7.7",0.3401,0.3543,0.3684,"Pessimistic"
"Africa","KEN","Kenya","Isiolo","8.9","8.7","8.5",0.3747,0.3857,0.3966,"Pessimistic"
"Africa","KEN","Kenya","Kajiado","8","7.7","7.5",0.3733,0.3842,0.3951,"Pessimistic"
"Africa","KEN","Kenya","Kakamega","8.5","8.2","8",0.3319,0.3428,0.3538,"Pessimistic"
"Africa","KEN","Kenya","Kericho","5.7","5.5","5.2",0.4069,0.4253,0.4437,"Pessimistic"
"Africa","KEN","Kenya","Kiambu","8.4","8","7.6",0.3667,0.3857,0.4046,"Pessimistic"
"Africa","KEN","Kenya","Kilifi","12.1","11.6","11.2",0.2377,0.2466,0.2555,"Pessimistic"
"Africa","KEN","Kenya","Kirinyaga","8.7","8.3","7.9",0.3658,0.3845,0.4031,"Pessimistic"
"Africa","KEN","Kenya","Kisii","5.6","5.4","5.2",0.4059,0.4241,0.4423,"Pessimistic"
"Africa","KEN","Kenya","Kisumu","9.2","8.8","8.4",0.3439,0.3609,0.3778,"Pessimistic"
"Africa","KEN","Kenya","Kitui","9.4","9.1","8.8",0.3593,0.37,0.3807,"Pessimistic"
"Africa","KEN","Kenya","Kwale","11.8","11.4","11",0.2385,0.2475,0.2565,"Pessimistic"
"Africa","KEN","Kenya","Laikipia","7.4","7.1","6.8",0.3666,0.3851,0.4036,"Pessimistic"
"Africa","KEN","Kenya","Lamu","13","12.6","12.1",0.242,0.2511,0.2602,"Pessimistic"
"Africa","KEN","Kenya","Machakos","9.2","8.8","8.4",0.3626,0.3786,0.3947,"Pessimistic"
"Africa","KEN","Kenya","Makueni","9.9","9.6","9.3",0.3394,0.3497,0.3601,"Pessimistic"
"Africa","KEN","Kenya","Mandera","12","11.6","11.3",0.2708,0.2801,0.2895,"Pessimistic"
"Africa","KEN","Kenya","Marsabit","8.2","7.9","7.7",0.3559,0.3669,0.3778,"Pessimistic"
"Africa","KEN","Kenya","Meru","9.1","8.8","8.4",0.3627,0.3788,0.3949,"Pessimistic"
"Africa","KEN","Kenya","Migori","8.6","8.3","8.1",0.3319,0.3429,0.3539,"Pessimistic"
"Africa","KEN","Kenya","Mombasa","12.8","12.2","11.8",0.2426,0.2528,0.2631,"Pessimistic"
