"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","BWA","Botswana","Central","31.2","29.6","28.1",0.2518,0.2658,0.2798,"Pessimistic"
"Africa","BWA","Botswana","Chobe","18.2","17.5","16.8",0.2366,0.2503,0.264,"Pessimistic"
"Africa","BWA","Botswana","Ghanzi","31.6","30","28.5",0.2366,0.2501,0.2635,"Pessimistic"
"Africa","BWA","Botswana","Kgatleng","33.7","31.8","30.1",0.2352,0.249,0.2629,"Pessimistic"
"Africa","BWA","Botswana","Kweneng","33.8","31.9","30.2",0.2338,0.2476,0.2615,"Pessimistic"
"Africa","BWA","Botswana","North-East","32.8","31.1","29.6",0.2406,0.2544,0.2681,"Pessimistic"
"Africa","BWA","Botswana","North-West","29.6","28.4","27.3",0.2434,0.2571,0.2708,"Pessimistic"
"Africa","CAF","Central African Republic","Bamingui-Bangoran","17.4","16.8","16.2",0.1502,0.1555,0.1608,"Pessimistic"
"Africa","CAF","Central African Republic","Bangui","23.2","22.4","21.7",0.1441,0.1491,0.154,"Pessimistic"
"Africa","CAF","Central African Republic","Basse-Kotto","20.5","20.1","19.7",0.142,0.1447,0.1475,"Pessimistic"
"Africa","CAF","Central African Republic","Haut-Mbomou","19.5","19","18.5",0.1534,0.1576,0.1618,"Pessimistic"
"Africa","CAF","Central African Republic","Haute-Kotto","20.5","19.9","19.4",0.1385,0.1423,0.146,"Pessimistic"
"Africa","CAF","Central African Republic","Kemo","19.8","19.3","18.8",0.1521,0.1561,0.1602,"Pessimistic"
"Africa","CAF","Central African Republic","Lobaye","20.2","19.8","19.4",0.1428,0.1458,0.1489,"Pessimistic"
"Africa","CAF","Central African Republic","Mambere-Kadei","19.1","18.7","18.3",0.1434,0.1464,0.1494,"Pessimistic"
"Africa","CAF","Central African Republic","Mbomou","20.1","19.7","19.3",0.1423,0.1453,0.1483,"Pessimistic"
"Africa","CAF","Central African Republic","Nana-Gribizi","22.1","21.5","20.9",0.1404,0.1446,0.1489,"Pessimistic"
"Africa","CAF","Central African Republic","Nana-Mambere","20.2","19.8","19.3",0.1472,0.1507,0.1542,"Pessimistic"
"Africa","CAF","Central African Republic","Ombella M'Poko","20.8","20.4","19.9",0.1486,0.1517,0.1548,"Pessimistic"
"Africa","CAF","Central African Republic","Ouaka","19.8","19.4","18.9",0.1531,0.1567,0.1604,"Pessimistic"
"Africa","CAF","Central African Republic","Ouham","21.5","20.8","20.2",0.1441,0.1485,0.1529,"Pessimistic"
"Africa","CAF","Central African Republic","Ouham Pende","23.2","22.5","21.8",0.1389,0.1432,0.1474,"Pessimistic"
"Africa","CAF","Central African Republic","Sangha-Mbaere","18.7","18.2","17.8",0.137,0.1404,0.1438,"Pessimistic"
"Africa","CAF","Central African Republic","Vakaga","20.4","19.7","19",0.1479,0.1532,0.1585,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Abidjan","25","24","23.1",0.1934,0.2016,0.2098,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Bas-Sassandra","22.7","22.3","22",0.1617,0.165,0.1684,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Comoe","27.7","27.3","26.8",0.1502,0.1531,0.1561,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Denguele","27.9","27.1","26.4",0.1737,0.1786,0.1835,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Goh-Djiboua","22.5","22","21.5",0.2018,0.2065,0.2112,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Lacs","40+","40+","40+",0.1068,0.11,0.1133,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Lagunes","22.9","22.3","21.8",0.2015,0.2066,0.2118,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Montagnes","19.9","19.6","19.4",0.199,0.2024,0.2057,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Sassandra-Marahoue","25.3","24.8","24.3",0.1854,0.1891,0.1929,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Savanes","23.1","22.7","22.3",0.2028,0.2075,0.2122,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Vallee du Bandama","37.3","36.5","35.8",0.1363,0.1391,0.142,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Woroba","27.2","26.7","26.2",0.1778,0.1812,0.1846,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Yamoussoukro","40+","40+","40+",0.107,0.1121,0.1172,"Pessimistic"
"Africa","CIV","Côte d'Ivoire","Zanzan","28.8","28.3","27.8",0.1338,0.1368,0.1398,"Pessimistic"
"Africa","CMR","Cameroon","Adamaoua","22.1","21.7","21.4",0.1758,0.1786,0.1815,"Pessimistic"
"Africa","CMR","Cameroon","Centre","15.9","15.6","15.3",0.24,0.2446,0.2492,"Pessimistic"
"Africa","CMR","Cameroon","Est","24","23.8","23.5",0.1541,0.1557,0.1572,"Pessimistic"
"Africa","CMR","Cameroon","Extreme Nord","16.7","16.5","16.2",0.2486,0.2526,0.2565,"Pessimistic"
"Africa","CMR","Cameroon","Littoral","15.7","15.4","15.1",0.2354,0.24,0.2447,"Pessimistic"
"Africa","CMR","Cameroon","Nord","14.9","14.7","14.4",0.2516,0.2556,0.2596,"Pessimistic"
"Africa","CMR","Cameroon","North West","14.8","14.5","14.2",0.2351,0.2403,0.2456,"Pessimistic"
"Africa","CMR","Cameroon","Ouest","10.4","10.2","10",0.3086,0.3148,0.321,"Pessimistic"
"Africa","CMR","Cameroon","South West","8.7","8.5","8.4",0.3413,0.346,0.3508,"Pessimistic"
"Africa","CMR","Cameroon","Sud","14.8","14.6","14.4",0.2276,0.2308,0.234,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Bas-Uele","12.8","12.7","12.5",0.273,0.2756,0.2781,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Equateur","11.5","11.4","11.2",0.2911,0.2945,0.2978,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Katanga","15.4","15.3","15.1",0.2769,0.28,0.283,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Lomami","14.6","14.5","14.3",0.2701,0.2731,0.2761,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Haut-Uele","13.4","13.3","13.2",0.2717,0.2743,0.2768,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Ituri","12.8","12.6","12.5",0.2676,0.2705,0.2733,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai","11.3","11.1","11",0.3033,0.3075,0.3117,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai Central","12.3","12.2","12",0.3081,0.3126,0.317,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kasai Oriental","13.6","13.3","13",0.2705,0.2773,0.284,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kinshasa","9.9","9.7","9.5",0.3897,0.3981,0.4066,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kongo Central","13.3","13.1","13",0.3031,0.3067,0.3103,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kwango","13","12.9","12.7",0.2985,0.302,0.3056,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Kwilu","13.2","13","12.9",0.3087,0.3124,0.3161,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Lomami","14","13.9","13.7",0.2738,0.2769,0.28,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Lualaba","14.8","14.7","14.5",0.2773,0.2802,0.283,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Mai-Ndombe","11.4","11.3","11.1",0.2894,0.2933,0.2972,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Maniema","10.7","10.5","10.4",0.3174,0.3217,0.3261,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Mongala","10.2","10.1","10",0.3,0.3031,0.3063,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Nord-Kivu","9","8.8","8.7",0.3391,0.3448,0.3506,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Nord-Ubangi","12.3","12.1","12",0.2981,0.3017,0.3052,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sankuru","12.2","12","11.9",0.2698,0.2728,0.2758,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sud-Kivu","10.9","10.8","10.6",0.3232,0.3288,0.3343,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Sud-Ubangi","11.1","11","10.9",0.294,0.2968,0.2996,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tanganyka","14.1","13.9","13.7",0.2664,0.2701,0.2738,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tshopo","13.5","13.3","13.2",0.2715,0.274,0.2765,"Pessimistic"
"Africa","COD","Democratic Republic of the Congo","Tshuapa","10.7","10.6","10.5",0.287,0.2893,0.2916,"Pessimistic"
"Africa","COG","Congo","Bouenza","8.5","8.3","8.1",0.3515,0.3594,0.3673,"Pessimistic"
"Africa","COG","Congo","Brazzaville","11.3","11","10.6",0.2981,0.3083,0.3185,"Pessimistic"
"Africa","COG","Congo","Cuvette","5.8","5.7","5.6",0.249,0.254,0.259,"Pessimistic"
"Africa","COG","Congo","Cuvette-Ouest","5.8","5.7","5.6",0.3344,0.3409,0.3474,"Pessimistic"
"Africa","COG","Congo","Kouilou","7.3","7.2","7",0.393,0.4009,0.4089,"Pessimistic"
"Africa","COG","Congo","Lekoumou","8","7.9","7.7",0.3352,0.3424,0.3497,"Pessimistic"
"Africa","COG","Congo","Likouala","4.1","4.1","4",0.2811,0.2842,0.2873,"Pessimistic"
"Africa","COG","Congo","Niari","11.8","11.6","11.3",0.2832,0.2889,0.2947,"Pessimistic"
"Africa","COG","Congo","Plateaux","8","7.9","7.7",0.3161,0.3235,0.3309,"Pessimistic"
"Africa","COG","Congo","Point-Noire","8.1","8","7.8",0.3855,0.3939,0.4024,"Pessimistic"
"Africa","COG","Congo","Pool","7.9","7.8","7.6",0.363,0.3713,0.3796,"Pessimistic"
"Africa","COG","Congo","Sangha","9.3","9.1","9",0.229,0.2326,0.2362,"Pessimistic"
"Africa","DJI","Djibouti","Ali Sabieh","8.4","8.2","8",0.3289,0.3369,0.3448,"Pessimistic"
"Africa","DJI","Djibouti","Dikhil","8.1","7.9","7.7",0.3484,0.3585,0.3685,"Pessimistic"
"Africa","DJI","Djibouti","Djibouti","7.6","7.3","7",0.3733,0.3911,0.4089,"Pessimistic"
"Africa","DJI","Djibouti","Obock","10","9.9","9.9",0.3113,0.3133,0.3153,"Pessimistic"
"Africa","DJI","Djibouti","Tadjourah","9","8.9","8.9",0.3324,0.3345,0.3365,"Pessimistic"
"Africa","ERI","Eritrea","Anseba","12.4","11.8","11.3",0.2905,0.3053,0.3201,"Pessimistic"
"Africa","ERI","Eritrea","Debub","11.8","11.3","10.9",0.3116,0.3267,0.3418,"Pessimistic"
"Africa","ERI","Eritrea","Debubawi Keih Bahri","10.1","9.6","9.1",0.2895,0.3057,0.3219,"Pessimistic"
"Africa","ERI","Eritrea","Gash Barka","0","0","0",0.2825,0.2974,0.3124,"Pessimistic"
"Africa","ERI","Eritrea","Maekel","12.3","11.6","11.1",0.2955,0.3123,0.3291,"Pessimistic"
"Africa","ERI","Eritrea","Semenawi Keih Bahri","10.4","9.9","9.5",0.3157,0.3304,0.3452,"Pessimistic"
"Africa","ETH","Ethiopia","Addis Ababa","10.6","10.1","9.6",0.2892,0.3041,0.319,"Pessimistic"
"Africa","ETH","Ethiopia","Afar","13.9","13.2","12.6",0.1918,0.2012,0.2107,"Pessimistic"
"Africa","ETH","Ethiopia","Amhara","23.9","22.3","20.9",0.1527,0.1638,0.1749,"Pessimistic"
"Africa","ETH","Ethiopia","Beneshangul Gumu","18.6","17.8","17",0.1802,0.1888,0.1974,"Pessimistic"
"Africa","ETH","Ethiopia","Dire Dawa","12.1","11.5","11",0.2405,0.2531,0.2656,"Pessimistic"
"Africa","ETH","Ethiopia","Gambela","14.6","14","13.5",0.2016,0.2097,0.2178,"Pessimistic"
"Africa","ETH","Ethiopia","Hareri","11.6","11","10.5",0.2462,0.2589,0.2716,"Pessimistic"
"Africa","ETH","Ethiopia","Oromia","20.7","19.7","18.7",0.1564,0.1647,0.1731,"Pessimistic"
"Africa","ETH","Ethiopia","SNNPR","17.9","17","16.2",0.1633,0.1717,0.1801,"Pessimistic"
"Africa","ETH","Ethiopia","Somali","25.7","24.4","23.2",0.1271,0.1342,0.1412,"Pessimistic"
"Africa","ETH","Ethiopia","Tigray","18.3","17.2","16.3",0.1696,0.1811,0.1925,"Pessimistic"
"Africa","GAB","Gabon","Estuaire","28.9","28.4","27.8",0.2107,0.2165,0.2223,"Pessimistic"
"Africa","GAB","Gabon","Haut-Ogooue","21.1","20.6","20.2",0.2191,0.2251,0.2311,"Pessimistic"
"Africa","GAB","Gabon","Moyen-Ogooue","31.6","30.6","29.8",0.2185,0.225,0.2315,"Pessimistic"
"Africa","GAB","Gabon","Ngounie","29","28.3","27.7",0.196,0.2016,0.2073,"Pessimistic"
"Africa","GAB","Gabon","Nyanga","22.1","21.6","21.2",0.2196,0.2244,0.2291,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-Ivindo","24.6","24.1","23.7",0.1661,0.1694,0.1726,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-Maritime","30","29.2","28.5",0.226,0.2319,0.2379,"Pessimistic"
"Africa","GAB","Gabon","Ogooue-lolo","29.8","29.2","28.5",0.1832,0.1884,0.1936,"Pessimistic"
"Africa","GAB","Gabon","Woleu-Ntem","27.9","27.4","26.9",0.1887,0.1923,0.1958,"Pessimistic"
"Africa","GHA","Ghana","Ashanti","7.6","7.4","7.3",0.4225,0.4303,0.4382,"Pessimistic"
"Africa","GHA","Ghana","Brong Ahafo","8","7.9","7.8",0.4081,0.4137,0.4194,"Pessimistic"
"Africa","GHA","Ghana","Central","9","8.9","8.8",0.3865,0.3913,0.3961,"Pessimistic"
"Africa","GHA","Ghana","Eastern","9.1","9","8.9",0.3768,0.3813,0.3858,"Pessimistic"
"Africa","GHA","Ghana","Greater Accra","5.4","5.3","5.2",0.4971,0.5058,0.5145,"Pessimistic"
"Africa","GHA","Ghana","Northern","7.3","7.3","7.2",0.4437,0.4484,0.453,"Pessimistic"
"Africa","GHA","Ghana","Upper East","7.9","7.8","7.7",0.4963,0.5037,0.5112,"Pessimistic"
"Africa","GHA","Ghana","Upper West","6.9","6.8","6.7",0.4716,0.4762,0.4808,"Pessimistic"
"Africa","GHA","Ghana","Volta","6.2","6.2","6.1",0.4777,0.4823,0.4868,"Pessimistic"
"Africa","GHA","Ghana","Western","8.3","8.2","8.2",0.4014,0.4053,0.4093,"Pessimistic"
"Africa","GIN","Guinea","Boke","23.9","23.3","22.7",0.1607,0.1648,0.169,"Pessimistic"
"Africa","GIN","Guinea","Conakry","24.6","23.8","23.1",0.163,0.1681,0.1732,"Pessimistic"
"Africa","GIN","Guinea","Faranah","21.9","21.5","21.2",0.1681,0.1708,0.1735,"Pessimistic"
"Africa","GIN","Guinea","Kankan","28.1","27.5","27",0.1346,0.1373,0.1399,"Pessimistic"
"Africa","GIN","Guinea","Kindia","26.9","26.5","26",0.1535,0.1564,0.1593,"Pessimistic"
"Africa","GIN","Guinea","Labe","29.3","28.5","27.8",0.1407,0.1446,0.1485,"Pessimistic"
"Africa","GIN","Guinea","Mamou","27.2","26.6","26",0.1393,0.1423,0.1454,"Pessimistic"
"Africa","GIN","Guinea","Nzerekore","20.3","20","19.7",0.1702,0.1731,0.1759,"Pessimistic"
"Africa","GMB","Gambia","Central River","25.3","24.2","23.2",0.1503,0.1571,0.1639,"Pessimistic"
"Africa","GMB","Gambia","Kanifing Municipal Council","25.8","24.9","24.1",0.1593,0.1651,0.1708,"Pessimistic"
"Africa","GMB","Gambia","Lower River","25.7","24.6","23.5",0.1531,0.1602,0.1673,"Pessimistic"
"Africa","GMB","Gambia","North Bank","25.4","24.3","23.3",0.1561,0.1631,0.1701,"Pessimistic"
"Africa","GMB","Gambia","Upper River","25.3","24.2","23.2",0.1547,0.1615,0.1683,"Pessimistic"
"Africa","GMB","Gambia","West Coast","26.3","25.5","24.6",0.1568,0.1623,0.1679,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Bafata","18.7","17.8","17",0.1755,0.184,0.1926,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Biombo","18","17.2","16.5",0.1953,0.2041,0.2128,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Bissau","19.8","18.7","17.8",0.1968,0.2081,0.2193,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Cacheu","15.2","14.6","14",0.1944,0.2031,0.2119,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Gabu","18.6","17.8","17.1",0.1734,0.1811,0.1889,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Oio","18.2","17.4","16.6",0.1781,0.1867,0.1954,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Quinara","16.4","15.7","15",0.1764,0.185,0.1936,"Pessimistic"
"Africa","GNB","Guinea-Bissau","Tombali","16.2","15.5","14.8",0.1749,0.1835,0.192,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Bioko Norte","15.2","15","14.8",0.4386,0.445,0.4514,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Bioko Sur","15.2","14.9","14.7",0.4382,0.4449,0.4517,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Centro Sur","15.1","14.8","14.6",0.4454,0.4523,0.4591,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Kie-Ntem","15.3","15.1","14.9",0.4538,0.46,0.4662,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Litoral","14.1","13.9","13.7",0.4621,0.4689,0.4757,"Pessimistic"
"Africa","GNQ","Equatorial Guinea","Wele-Nzas","14.9","14.7","14.4",0.4582,0.4658,0.4734,"Pessimistic"
"Africa","KEN","Kenya","Baringo","6.3","6","5.8",0.4052,0.4206,0.4359,"Pessimistic"
"Africa","KEN","Kenya","Bomet","5.4","5.2","5",0.4319,0.4493,0.4667,"Pessimistic"
"Africa","KEN","Kenya","Bungoma","8.1","7.9","7.6",0.347,0.3586,0.3702,"Pessimistic"
"Africa","KEN","Kenya","Busia","8.7","8.5","8.2",0.3278,0.3376,0.3475,"Pessimistic"
"Africa","KEN","Kenya","Elgeyo-Marakwet","5.6","5.4","5.1",0.4326,0.452,0.4714,"Pessimistic"
"Africa","KEN","Kenya","Embu","8.1","7.8","7.5",0.4017,0.4168,0.4319,"Pessimistic"
"Africa","KEN","Kenya","Garissa","7.4","7.2","7",0.4038,0.4158,0.4278,"Pessimistic"
"Africa","KEN","Kenya","Homa Bay","8.2","7.9","7.6",0.3445,0.359,0.3735,"Pessimistic"
"Africa","KEN","Kenya","Isiolo","8.3","8.1","7.8",0.4036,0.4157,0.4278,"Pessimistic"
"Africa","KEN","Kenya","Kajiado","7.3","7.1","6.9",0.4066,0.4186,0.4306,"Pessimistic"
"Africa","KEN","Kenya","Kakamega","8.1","7.9","7.6",0.3472,0.3589,0.3706,"Pessimistic"
"Africa","KEN","Kenya","Kericho","5.4","5.2","5",0.4319,0.4492,0.4666,"Pessimistic"
"Africa","KEN","Kenya","Kiambu","8.1","7.7","7.4",0.3802,0.3981,0.4161,"Pessimistic"
"Africa","KEN","Kenya","Kilifi","7.7","7.5","7.4",0.3731,0.3817,0.3902,"Pessimistic"
"Africa","KEN","Kenya","Kirinyaga","8.4","8","7.7",0.3797,0.3949,0.4101,"Pessimistic"
"Africa","KEN","Kenya","Kisii","5.3","5.1","4.9",0.4325,0.4491,0.4656,"Pessimistic"
"Africa","KEN","Kenya","Kisumu","9.1","8.7","8.4",0.3476,0.3625,0.3774,"Pessimistic"
"Africa","KEN","Kenya","Kitui","8.6","8.4","8.1",0.3909,0.4029,0.4149,"Pessimistic"
"Africa","KEN","Kenya","Kwale","7.8","7.6","7.4",0.3609,0.371,0.381,"Pessimistic"
"Africa","KEN","Kenya","Laikipia","7.2","6.9","6.6",0.377,0.3949,0.4127,"Pessimistic"
"Africa","KEN","Kenya","Lamu","8.7","8.4","8.2",0.3641,0.3748,0.3854,"Pessimistic"
"Africa","KEN","Kenya","Machakos","8.9","8.5","8.2",0.375,0.3899,0.4049,"Pessimistic"
"Africa","KEN","Kenya","Makueni","9.2","8.9","8.6",0.3646,0.3764,0.3882,"Pessimistic"
"Africa","KEN","Kenya","Mandera","8.4","8.2","8",0.3882,0.3989,0.4096,"Pessimistic"
"Africa","KEN","Kenya","Marsabit","7.3","7.1","6.9",0.3976,0.4095,0.4214,"Pessimistic"
"Africa","KEN","Kenya","Meru","8.8","8.5","8.2",0.375,0.39,0.4049,"Pessimistic"
"Africa","KEN","Kenya","Migori","8.2","8","7.7",0.3468,0.3589,0.3711,"Pessimistic"
